,imb,reconstructed_imb,reconstructed_error
9140,0.4985415072685539,0.49851313,8.051369248136231e-10
9141,0.49708301453710785,0.49764833,3.1957992492921584e-07
9142,0.4982545906656465,0.49835852,1.0800866965815468e-08
9143,0.49787203519510326,0.49810144,5.262796493987091e-08
9144,0.4987088752869166,0.49860877,1.0021471637220853e-08
9145,0.4982545906656465,0.49835852,1.0800866965815468e-08
9146,0.49866105585309867,0.4985731,7.73718092086536e-09
9147,0.4994261667941851,0.49901834,1.6632163136502195e-07
9148,0.49799158377964803,0.49818462,3.726349741950426e-08
9149,0.4983980489671002,0.49842367,6.562201782546087e-10
9150,0.4977285768936496,0.49803802,9.575733230466473e-08
9151,0.4992109793420046,0.49889997,9.672900136001081e-08
9152,0.4985893267023718,0.4985273,3.848746384037233e-09
9153,0.4981589517980107,0.49827978,1.4599490513922889e-08
9154,0.49638963274674824,0.49727762,7.885168412521349e-07
9155,0.4987088752869166,0.49860877,1.0021471637220853e-08
9156,0.4983980489671002,0.49842367,6.562201782546087e-10
